07/19 03:49:39 AM | 
07/29 06:10:57 AM | Valid: [103/600] Step 200/208 Loss 0.335 Prec@(1,5) (88.9%, 99.5%)
07/29 06:10:58 AM | Valid: [103/600] Step 208/208 Loss 0.335 Prec@(1,5) (88.9%, 99.6%)
07/29 06:10:58 AM | Valid: [103/600] Final Prec@1 88.9000%
07/29 06:10:58 AM | Epoch 103 LR 0.02319205325200634
07/29 06:10:59 AM | Train: [104/600] Step 000/1041 Loss 0.582 Prec@(1,5) (87.5%, 100.0%)
07/29 06:12:21 AM | Train: [104/600] Step 200/1041 Loss 0.566 Prec@(1,5) (86.4%, 99.5%)
07/29 06:13:45 AM | Train: [104/600] Step 400/1041 Loss 0.588 Prec@(1,5) (86.0%, 99.3%)
07/29 06:15:03 AM | Train: [104/600] Step 600/1041 Loss 0.599 Prec@(1,5) (85.5%, 99.3%)
07/29 06:16:26 AM | Train: [104/600] Step 800/1041 Loss 0.602 Prec@(1,5) (85.4%, 99.3%)
07/29 06:17:47 AM | Train: [104/600] Step 1000/1041 Loss 0.604 Prec@(1,5) (85.3%, 99.3%)
07/29 06:18:04 AM | Train: [104/600] Step 1041/1041 Loss 0.605 Prec@(1,5) (85.3%, 99.3%)
07/29 06:18:04 AM | Train: [104/600] Final Prec@1 85.2740%
07/29 06:18:04 AM | Valid: [104/600] Step 000/208 Loss 0.179 Prec@(1,5) (91.7%, 100.0%)
07/29 06:18:22 AM | Valid: [104/600] Step 200/208 Loss 0.348 Prec@(1,5) (88.7%, 99.4%)
07/29 06:18:22 AM | Valid: [104/600] Step 208/208 Loss 0.345 Prec@(1,5) (88.7%, 99.4%)
07/29 06:18:22 AM | Valid: [104/600] Final Prec@1 88.7300%
07/29 06:18:23 AM | Epoch 104 LR 0.02315800205442616
07/29 06:18:24 AM | Train: [105/600] Step 000/1041 Loss 0.536 Prec@(1,5) (85.4%, 100.0%)
07/29 06:19:47 AM | Train: [105/600] Step 200/1041 Loss 0.631 Prec@(1,5) (84.4%, 99.2%)
07/29 06:21:09 AM | Train: [105/600] Step 400/1041 Loss 0.619 Prec@(1,5) (84.8%, 99.3%)
07/29 06:22:30 AM | Train: [105/600] Step 600/1041 Loss 0.617 Prec@(1,5) (84.9%, 99.3%)
07/29 06:23:34 AM | Train: [105/600] Step 800/1041 Loss 0.618 Prec@(1,5) (84.9%, 99.2%)
07/29 06:24:37 AM | Train: [105/600] Step 1000/1041 Loss 0.615 Prec@(1,5) (85.0%, 99.2%)
07/29 06:24:50 AM | Train: [105/600] Step 1041/1041 Loss 0.616 Prec@(1,5) (85.0%, 99.2%)
07/29 06:24:50 AM | Train: [105/600] Final Prec@1 85.0040%
07/29 06:24:51 AM | Valid: [105/600] Step 000/208 Loss 0.192 Prec@(1,5) (91.7%, 100.0%)
07/29 06:25:05 AM | Valid: [105/600] Step 200/208 Loss 0.299 Prec@(1,5) (89.8%, 99.7%)
07/29 06:25:05 AM | Valid: [105/600] Step 208/208 Loss 0.297 Prec@(1,5) (89.9%, 99.7%)
07/29 06:25:05 AM | Valid: [105/600] Final Prec@1 89.8700%
07/29 06:25:06 AM | Epoch 105 LR 0.023123658662335806
07/29 06:25:06 AM | Train: [106/600] Step 000/1041 Loss 0.613 Prec@(1,5) (87.5%, 100.0%)
07/29 06:26:09 AM | Train: [106/600] Step 200/1041 Loss 0.555 Prec@(1,5) (86.5%, 99.3%)
07/29 06:27:26 AM | Train: [106/600] Step 400/1041 Loss 0.576 Prec@(1,5) (86.0%, 99.2%)
07/29 06:28:44 AM | Train: [106/600] Step 600/1041 Loss 0.592 Prec@(1,5) (85.6%, 99.2%)
07/29 06:30:07 AM | Train: [106/600] Step 800/1041 Loss 0.594 Prec@(1,5) (85.6%, 99.2%)
07/29 06:31:29 AM | Train: [106/600] Step 1000/1041 Loss 0.601 Prec@(1,5) (85.4%, 99.2%)
07/29 06:31:46 AM | Train: [106/600] Step 1041/1041 Loss 0.602 Prec@(1,5) (85.4%, 99.2%)
07/29 06:31:46 AM | Train: [106/600] Final Prec@1 85.3980%
07/29 06:31:47 AM | Valid: [106/600] Step 000/208 Loss 0.171 Prec@(1,5) (91.7%, 100.0%)
07/29 06:32:05 AM | Valid: [106/600] Step 200/208 Loss 0.362 Prec@(1,5) (87.7%, 99.6%)
07/29 06:32:05 AM | Valid: [106/600] Step 208/208 Loss 0.364 Prec@(1,5) (87.8%, 99.7%)
07/29 06:32:05 AM | Valid: [106/600] Final Prec@1 87.7500%
07/29 06:32:06 AM | Epoch 106 LR 0.02308902401727672
07/29 06:32:07 AM | Train: [107/600] Step 000/1041 Loss 0.551 Prec@(1,5) (89.6%, 100.0%)
07/29 06:33:13 AM | Train: [107/600] Step 200/1041 Loss 0.600 Prec@(1,5) (85.7%, 99.3%)
07/29 06:34:31 AM | Train: [107/600] Step 400/1041 Loss 0.601 Prec@(1,5) (85.6%, 99.2%)
07/29 06:35:52 AM | Train: [107/600] Step 600/1041 Loss 0.605 Prec@(1,5) (85.5%, 99.2%)
07/29 06:37:13 AM | Train: [107/600] Step 800/1041 Loss 0.610 Prec@(1,5) (85.3%, 99.2%)
07/29 06:38:37 AM | Train: [107/600] Step 1000/1041 Loss 0.608 Prec@(1,5) (85.4%, 99.3%)
07/29 06:38:54 AM | Train: [107/600] Step 1041/1041 Loss 0.608 Prec@(1,5) (85.3%, 99.3%)
07/29 06:38:54 AM | Train: [107/600] Final Prec@1 85.3480%
07/29 06:38:55 AM | Valid: [107/600] Step 000/208 Loss 0.152 Prec@(1,5) (95.8%, 100.0%)
07/29 06:39:14 AM | Valid: [107/600] Step 200/208 Loss 0.374 Prec@(1,5) (87.6%, 99.4%)
07/29 06:39:15 AM | Valid: [107/600] Step 208/208 Loss 0.375 Prec@(1,5) (87.5%, 99.4%)
07/29 06:39:15 AM | Valid: [107/600] Final Prec@1 87.5300%
07/29 06:39:15 AM | Epoch 107 LR 0.023054099068775192
07/29 06:39:16 AM | Train: [108/600] Step 000/1041 Loss 0.677 Prec@(1,5) (83.3%, 97.9%)
07/29 06:40:31 AM | Train: [108/600] Step 200/1041 Loss 0.606 Prec@(1,5) (84.9%, 99.3%)
07/29 06:41:36 AM | Train: [108/600] Step 400/1041 Loss 0.606 Prec@(1,5) (85.1%, 99.2%)
07/29 06:42:42 AM | Train: [108/600] Step 600/1041 Loss 0.607 Prec@(1,5) (85.2%, 99.2%)
07/29 06:43:49 AM | Train: [108/600] Step 800/1041 Loss 0.607 Prec@(1,5) (85.2%, 99.2%)
07/29 06:45:11 AM | Train: [108/600] Step 1000/1041 Loss 0.606 Prec@(1,5) (85.3%, 99.2%)
07/29 06:45:27 AM | Train: [108/600] Step 1041/1041 Loss 0.607 Prec@(1,5) (85.3%, 99.2%)
07/29 06:45:27 AM | Train: [108/600] Final Prec@1 85.2740%
07/29 06:45:27 AM | Valid: [108/600] Step 000/208 Loss 0.234 Prec@(1,5) (91.7%, 100.0%)
07/29 06:45:44 AM | Valid: [108/600] Step 200/208 Loss 0.334 Prec@(1,5) (88.8%, 99.7%)
07/29 06:45:45 AM | Valid: [108/600] Step 208/208 Loss 0.335 Prec@(1,5) (88.8%, 99.7%)
07/29 06:45:45 AM | Valid: [108/600] Final Prec@1 88.8000%
07/29 06:45:46 AM | Epoch 108 LR 0.023018884774316333
07/29 06:45:46 AM | Train: [109/600] Step 000/1041 Loss 0.802 Prec@(1,5) (79.2%, 97.9%)
07/29 06:47:09 AM | Train: [109/600] Step 200/1041 Loss 0.591 Prec@(1,5) (85.5%, 99.5%)
07/29 06:48:32 AM | Train: [109/600] Step 400/1041 Loss 0.605 Prec@(1,5) (85.2%, 99.3%)
07/29 06:49:56 AM | Train: [109/600] Step 600/1041 Loss 0.610 Prec@(1,5) (85.2%, 99.3%)
